date,death,pm10,tempf,season
3/9/1993,26,2.6764457,43.5,Winter
3/10/1993,23,,34.5,Winter
3/11/1993,22,-7.9226518,36,Winter
3/12/1993,28,,34.5,Winter
3/13/1993,17,-6.9166665,30.5,Winter
3/14/1993,24,,21,Winter
3/15/1993,29,-13.53697,21,Winter
3/16/1993,23,,34.5,Winter
3/17/1993,27,-8.9277782,38,Winter
3/18/1993,15,,24,Winter
3/19/1993,31,-15.788889,24.5,Winter
3/20/1993,18,,33.5,Winter
3/21/1993,30,-1.721361,43,Winter
3/22/1993,25,,43,Winter
3/23/1993,27,15.427778,39.5,Winter
3/24/1993,29,,49.5,Winter
3/25/1993,23,-0.62777776,45.5,Winter
3/26/1993,26,,46.5,Winter
3/27/1993,35,18.891476,44.5,Winter
3/28/1993,12,,53.5,Winter
3/29/1993,26,-15.777778,52,Winter
3/30/1993,26,,58,Winter
3/31/1993,24,-7.7555556,52.5,Winter
4/1/1993,23,,56.5,Spring
4/2/1993,24,-3.8445175,48,Spring
4/3/1993,19,,44.5,Spring
4/4/1993,20,-16.783333,40.5,Spring
4/5/1993,17,,40.5,Spring
4/6/1993,24,-11.705556,47,Spring
4/7/1993,16,,48,Spring
4/8/1993,20,-4.1194444,48.5,Spring
4/9/1993,24,,50,Spring
4/10/1993,12,-4.8000002,53,Spring
4/11/1993,18,,52.5,Spring
4/12/1993,22,-16.727777,49.5,Spring
4/13/1993,23,,53,Spring
4/14/1993,16,-10.53592,51.5,Spring
4/15/1993,20,,62,Spring
4/16/1993,21,7.4000001,61,Spring
4/17/1993,21,,51,Spring
4/18/1993,21,-18.483334,50.5,Spring
4/19/1993,22,,59.5,Spring
4/20/1993,26,-0.14445442,65.5,Spring
4/21/1993,17,,58.5,Spring
4/22/1993,19,-9.5500002,44.5,Spring
4/23/1993,16,,53,Spring
4/24/1993,18,-7.4833331,51,Spring
4/25/1993,28,,65,Spring
4/26/1993,22,9.1976109,57.5,Spring
4/27/1993,26,,50,Spring
4/28/1993,18,-12.45,50,Spring
4/29/1993,16,,54.5,Spring
4/30/1993,18,10.538889,58,Spring
5/1/1993,19,,63,Spring
5/2/1993,20,15.405128,66,Spring
5/3/1993,21,,63.5,Spring
5/4/1993,17,3.8055556,64,Spring
5/5/1993,17,,69,Spring
5/6/1993,21,-9.2888889,68,Spring
5/7/1993,17,,67.5,Spring
5/8/1993,16,1.9068989,63,Spring
5/9/1993,19,,66.5,Spring
5/10/1993,17,-4.2222223,70.5,Spring
5/11/1993,17,,74,Spring
5/12/1993,22,33.583332,73,Spring
5/13/1993,13,,63.5,Spring
5/14/1993,21,-3.8243852,61,Spring
5/15/1993,16,,65,Spring
5/16/1993,17,6.5388889,70.5,Spring
5/17/1993,12,,63,Spring
5/18/1993,18,-1.4777777,57.5,Spring
5/19/1993,19,0.06666667,58.5,Spring
5/20/1993,24,0.19419551,57.5,Spring
5/21/1993,24,,54.5,Spring
5/22/1993,15,-6.227778,57.5,Spring
5/23/1993,17,,58.5,Spring
5/24/1993,19,-4.1777778,69.5,Spring
5/25/1993,22,,73.5,Spring
5/26/1993,24,16.189886,64.5,Spring
5/27/1993,18,,65.5,Spring
5/28/1993,18,11.527778,74.5,Spring
5/29/1993,15,,65.5,Spring
5/30/1993,28,1.5055555,61,Spring
5/31/1993,17,,65.5,Spring
6/1/1993,25,-7.7899103,63,Spring
6/2/1993,19,,58,Spring
6/3/1993,24,-2.4944444,64.5,Spring
6/4/1993,22,,64.5,Spring
6/5/1993,15,6.3555555,65,Spring
6/6/1993,22,,64,Spring
6/7/1993,21,-11.4079,66,Spring
6/8/1993,21,,70.5,Spring
6/9/1993,26,7.5248618,79,Spring
6/10/1993,16,,78,Spring
6/11/1993,22,6.3867402,76,Spring
6/12/1993,20,,68,Spring
6/13/1993,17,-11.181184,67.5,Spring
6/14/1993,16,,65,Spring
6/15/1993,15,-6.6740332,71.5,Spring
6/16/1993,18,,73.5,Spring
6/17/1993,15,7.3646407,72,Spring
6/18/1993,15,,79.5,Spring
6/19/1993,13,41.722141,82.5,Spring
6/20/1993,29,,80,Spring
6/21/1993,21,15.524862,76.5,Spring
6/22/1993,15,,77,Spring
6/23/1993,16,6.5524864,72,Spring
6/24/1993,19,,69.5,Spring
6/25/1993,22,-2.3384948,73,Spring
6/26/1993,17,,76,Spring
6/27/1993,21,4.5690608,78.5,Spring
6/28/1993,22,,80,Spring
6/29/1993,21,7.5248618,78.5,Spring
6/30/1993,25,,80,Spring
7/1/1993,16,15.7134,73,Summer
7/2/1993,28,,71.5,Summer
7/3/1993,26,-0.51381218,81,Summer
7/4/1993,21,,81.5,Summer
7/5/1993,16,14.40884,84,Summer
7/6/1993,22,,83.5,Summer
7/7/1993,25,32.567295,85.5,Summer
7/8/1993,22,,87,Summer
7/9/1993,25,38.497238,86,Summer
7/10/1993,46,,88.5,Summer
7/11/1993,41,34.602211,86,Summer
7/12/1993,28,,83.5,Summer
7/13/1993,24,17.456247,84,Summer
7/14/1993,32,,83.5,Summer
7/15/1993,27,19.519337,81,Summer
7/16/1993,22,,76.5,Summer
7/17/1993,22,-4.6077347,74,Summer
7/18/1993,19,,75,Summer
7/19/1993,15,-4.1133351,78,Summer
7/20/1993,20,,82,Summer
7/21/1993,21,11.574586,75.5,Summer
7/22/1993,17,,75.5,Summer
7/23/1993,22,-8.4751377,73,Summer
7/24/1993,15,,74,Summer
7/25/1993,17,16.291561,80,Summer
7/26/1993,17,,77.5,Summer
7/27/1993,23,2.5856354,83.5,Summer
7/28/1993,27,,83.5,Summer
7/29/1993,22,15.558011,81.5,Summer
7/30/1993,24,,76,Summer
7/31/1993,14,-1.3595912,73,Summer
8/1/1993,27,,76.5,Summer
8/2/1993,15,-4.2154698,80.5,Summer
8/3/1993,20,,80.5,Summer
8/4/1993,26,10.701657,78,Summer
8/5/1993,17,,71.5,Summer
8/6/1993,20,0.78699249,67,Summer
8/7/1993,23,,72,Summer
8/8/1993,30,2.3922651,72,Summer
8/9/1993,23,,73,Summer
8/10/1993,15,19.338888,73,Summer
8/11/1993,14,,74,Summer
8/12/1993,20,-2.3580432,72.5,Summer
8/13/1993,19,,77,Summer
8/14/1993,28,9.6222219,78.5,Summer
8/15/1993,20,,79.5,Summer
8/16/1993,17,-1.4388889,78.5,Summer
8/17/1993,19,,77.5,Summer
8/18/1993,23,26.57193,76.5,Summer
8/19/1993,25,,74,Summer
8/20/1993,28,-0.75,78,Summer
8/21/1993,16,,75,Summer
8/22/1993,15,-4.0555553,70.5,Summer
8/23/1993,19,,71.5,Summer
8/24/1993,15,3.8701386,77.5,Summer
8/25/1993,22,,81,Summer
8/26/1993,23,32.933334,82,Summer
8/27/1993,20,,81.5,Summer
8/28/1993,17,43.922222,85,Summer
8/29/1993,27,,82,Summer
8/30/1993,16,-3.7915616,80,Summer
8/31/1993,29,,79.5,Summer
9/1/1993,17,7.8333335,81.5,Summer
9/2/1993,19,,82.5,Summer
9/3/1993,22,18,87,Summer
9/4/1993,17,,78,Summer
9/5/1993,20,-13.049628,76,Summer
9/6/1993,17,,74.5,Summer
9/7/1993,22,2.9555554,76.5,Summer
9/8/1993,22,,74,Summer
9/9/1993,18,9.0555553,76,Summer
9/10/1993,17,,74,Summer
9/11/1993,17,-0.1105407,61,Summer
9/12/1993,12,,62.5,Summer
9/13/1993,19,-7.9944444,72.5,Summer
9/14/1993,15,,74,Summer
9/15/1993,15,-4.0888891,79,Summer
9/16/1993,16,,67.5,Summer
9/17/1993,18,-14.970262,62,Summer
9/18/1993,22,,68,Summer
9/19/1993,29,-10.172222,65,Summer
9/20/1993,24,,57.5,Summer
9/21/1993,20,-11.194445,64,Summer
9/22/1993,22,,65.5,Summer
9/23/1993,20,2.5947833,64.5,Summer
9/24/1993,15,,62.5,Summer
9/25/1993,15,-9.1499996,61.5,Summer
9/26/1993,15,,69.5,Summer
9/27/1993,21,7.0277777,66,Summer
9/28/1993,19,,56.5,Summer
9/29/1993,18,-9.0690174,56,Summer
9/30/1993,18,,49.5,Summer
10/1/1993,16,-11.111111,50,Autumn
10/2/1993,21,,61.5,Autumn
10/3/1993,15,-8.166667,56.5,Autumn
10/4/1993,18,,59,Autumn
10/5/1993,15,-10.173315,54,Autumn
10/6/1993,19,,53,Autumn
10/7/1993,20,-4.311111,59.5,Autumn
10/8/1993,34,,63.5,Autumn
10/9/1993,22,26.727777,67,Autumn
10/10/1993,15,,53.5,Autumn
10/11/1993,22,-18.369448,47,Autumn
10/12/1993,27,,54,Autumn
10/13/1993,20,-15.25,53,Autumn
10/14/1993,14,,55,Autumn
10/15/1993,26,-6.2888889,57.5,Autumn
10/16/1993,19,,56,Autumn
10/17/1993,22,16.960241,62,Autumn
10/18/1993,18,,63,Autumn
10/19/1993,17,-7.25,57,Autumn
10/20/1993,16,,60,Autumn
10/21/1993,20,-10.361111,66.5,Autumn
10/22/1993,13,,52,Autumn
10/23/1993,21,-9.8807116,50.5,Autumn
10/24/1993,20,,51,Autumn
10/25/1993,13,-7.5166669,56.5,Autumn
10/26/1993,33,,54,Autumn
10/27/1993,18,3.3444445,58,Autumn
10/28/1993,19,,47,Autumn
10/29/1993,18,-5.0621886,51.5,Autumn
10/30/1993,18,,48,Autumn
10/31/1993,23,-7.7388887,43,Autumn
11/1/1993,14,,43,Autumn
11/2/1993,19,-16.661112,40.5,Autumn
11/3/1993,36,,42,Autumn
11/4/1993,25,2.4120526,44,Autumn
11/5/1993,29,,53.5,Autumn
11/6/1993,22,-5.6111112,48,Autumn
11/7/1993,21,,38.5,Autumn
11/8/1993,15,-14.522223,40.5,Autumn
11/9/1993,19,,41.5,Autumn
11/10/1993,16,23.378597,44.5,Autumn
11/11/1993,23,,45,Autumn
11/12/1993,32,13.588889,54.5,Autumn
11/13/1993,29,,51.5,Autumn
11/14/1993,30,10.583333,62.5,Autumn
11/15/1993,33,,71,Autumn
11/16/1993,18,-10.907183,54.5,Autumn
11/17/1993,11,,56.5,Autumn
11/18/1993,11,-13.316667,49.5,Autumn
11/19/1993,30,,48.5,Autumn
11/20/1993,23,-2.2444444,39.5,Autumn
11/21/1993,18,,38,Autumn
11/22/1993,24,-8.5589266,45,Autumn
11/23/1993,17,,45.5,Autumn
11/24/1993,23,35.650002,45.5,Autumn
11/25/1993,22,,42,Autumn
11/26/1993,23,-10.283334,37,Autumn
11/27/1993,16,,50,Autumn
11/28/1993,23,-11.225877,50.5,Autumn
11/29/1993,29,,38,Autumn
11/30/1993,26,-6.0777779,37.5,Autumn
12/1/1993,18,,37,Autumn
12/2/1993,18,-7.1611109,45,Autumn
12/3/1993,18,,50,Autumn
12/4/1993,31,19.872581,47.5,Autumn
12/5/1993,21,,49,Autumn
12/6/1993,20,-21.094444,40.5,Autumn
12/7/1993,27,,43,Autumn
12/8/1993,23,-10.233334,41.5,Autumn
12/9/1993,9,,39.5,Autumn
12/10/1993,19,21.4144,43.5,Autumn
12/11/1993,20,,37.5,Autumn
12/12/1993,20,-21.133333,30.5,Autumn
12/13/1993,21,,43,Autumn
12/14/1993,27,-6.2055554,41.5,Autumn
12/15/1993,24,,44.5,Autumn
12/16/1993,20,-14.541502,42.5,Autumn
12/17/1993,11,,36,Autumn
12/18/1993,17,-6.5666666,36.5,Autumn
12/19/1993,25,,40.5,Autumn
12/20/1993,22,-17.461111,38,Autumn
12/21/1993,27,,39,Autumn
12/22/1993,20,-21.278757,35,Autumn
12/23/1993,19,,34,Autumn
12/24/1993,25,-5.4944444,29,Autumn
12/25/1993,18,,29,Autumn
12/26/1993,29,-8.4833336,24.5,Autumn
12/27/1993,19,,20.5,Autumn
12/28/1993,22,-7.5411544,22.5,Autumn
12/29/1993,23,,21.5,Autumn
12/30/1993,19,-1.4277778,22,Autumn
12/31/1993,27,,21.5,Autumn
1/1/1994,23,11.633333,28.5,Winter
1/2/1994,26,,40.5,Winter
1/3/1994,23,-6.1402054,36,Winter
1/4/1994,24,,32,Winter
1/5/1994,23,-22.327778,31,Winter
1/6/1994,21,,28,Winter
1/7/1994,27,-10.194445,32.5,Winter
1/8/1994,23,,27,Winter
1/9/1994,23,-16.626287,20.5,Winter
1/10/1994,18,,22,Winter
1/11/1994,22,-2.7555556,31,Winter
1/12/1994,28,,34,Winter
1/13/1994,27,0.11111111,35.5,Winter
1/14/1994,24,,29.5,Winter
1/15/1994,18,2.2966805,11.5,Winter
1/16/1994,25,,10,Winter
1/17/1994,17,-16.955555,24.5,Winter
1/18/1994,26,,18,Winter
1/19/1994,28,-17.055555,-0.5,Winter
1/20/1994,24,,9.5,Winter
1/21/1994,13,-4.4477196,10,Winter
1/22/1994,38,,21,Winter
1/23/1994,24,3.0388889,29,Winter
1/24/1994,24,,42.5,Winter
1/25/1994,23,-1.0055555,37,Winter
1/26/1994,25,,29,Winter
1/27/1994,20,-16.794292,23.5,Winter
1/28/1994,17,,36,Winter
1/29/1994,22,-14.894444,39.5,Winter
1/30/1994,29,,33.5,Winter
1/31/1994,21,-9.9055557,32,Winter
2/1/1994,19,,27.5,Winter
2/2/1994,17,-0.97246969,25.5,Winter
2/3/1994,36,,31.5,Winter
2/4/1994,26,5.9888887,34,Winter
2/5/1994,18,,34,Winter
2/6/1994,22,37.08889,38.5,Winter
2/7/1994,26,,40,Winter
2/8/1994,22,14.139434,29,Winter
2/9/1994,23,,27,Winter
2/10/1994,24,5.1833334,18.5,Winter
2/11/1994,17,,23.5,Winter
2/12/1994,25,-12.844444,28,Winter
2/13/1994,24,,35,Winter
2/14/1994,24,-9.5517416,33.5,Winter
2/15/1994,25,,36,Winter
2/16/1994,25,19.216667,39,Winter
2/17/1994,29,,38.5,Winter
2/18/1994,28,10.433333,39.5,Winter
2/19/1994,31,,45,Winter
2/20/1994,25,28.773485,49.5,Winter
2/21/1994,24,,45.5,Winter
2/22/1994,17,27.413408,43.5,Winter
2/23/1994,16,,35.5,Winter
2/24/1994,22,-17.573034,40.5,Winter
2/25/1994,21,,38,Winter
2/26/1994,15,-9.7428799,31.5,Winter
2/27/1994,25,,21.5,Winter
2/28/1994,25,-5.3202248,25.5,Winter
3/1/1994,12,,30.5,Winter
3/2/1994,24,10.692738,32,Winter
3/3/1994,16,,37,Winter
3/4/1994,18,-18.004728,43,Winter
3/5/1994,20,,42.5,Winter
3/6/1994,18,-1.0782123,38,Winter
3/7/1994,23,,45.5,Winter
3/8/1994,24,19.882681,46.5,Winter
3/9/1994,23,,36,Winter
3/10/1994,23,-17.975769,39.5,Winter
3/11/1994,21,,39,Winter
3/12/1994,26,-7.2178769,36.5,Winter
3/13/1994,25,,43.5,Winter
3/14/1994,17,2.8555555,47,Winter
3/15/1994,26,,49.5,Winter
3/16/1994,18,1.5047864,36,Winter
3/17/1994,20,,32,Winter
3/18/1994,21,3.6388888,35.5,Winter
3/19/1994,16,,40,Winter
3/20/1994,24,-12.588889,44,Winter
3/21/1994,31,,39.5,Winter
3/22/1994,20,-5.3168464,51,Winter
3/23/1994,18,,60,Winter
3/24/1994,22,6.272222,66,Winter
3/25/1994,28,,52,Winter
3/26/1994,27,0.3888889,40.5,Winter
3/27/1994,23,,43.5,Winter
3/28/1994,23,-12.380729,49.5,Winter
3/29/1994,21,,45,Winter
3/30/1994,14,-9.5555553,45.5,Winter
3/31/1994,18,,44,Winter
4/1/1994,15,11.416667,52.5,Spring
4/2/1994,16,,54,Spring
4/3/1994,20,9.4594288,62,Spring
4/4/1994,19,,51.5,Spring
4/5/1994,23,-5.5944443,53,Spring
4/6/1994,28,,60,Spring
4/7/1994,19,3.3666666,54,Spring
4/8/1994,23,,45,Spring
4/9/1994,22,-10.424402,49.5,Spring
4/10/1994,25,,60,Spring
4/11/1994,8,-13.444445,53.5,Spring
4/12/1994,21,,51.5,Spring
4/13/1994,16,-11.6,62.5,Spring
4/14/1994,22,,62.5,Spring
4/15/1994,29,-0.6308288,69.5,Spring
4/16/1994,23,,63,Spring
4/17/1994,33,-14.716666,57,Spring
4/18/1994,29,,57.5,Spring
4/19/1994,28,-3.6666667,68.5,Spring
4/20/1994,18,,62.5,Spring
4/21/1994,23,4.166769,58.5,Spring
4/22/1994,32,,54.5,Spring
4/23/1994,31,-0.95555556,53.5,Spring
4/24/1994,17,,63.5,Spring
4/25/1994,25,10.988889,71.5,Spring
4/26/1994,17,,68.5,Spring
4/27/1994,16,38.935692,77.5,Spring
4/28/1994,19,,69,Spring
4/29/1994,21,2.95,59.5,Spring
4/30/1994,18,,69,Spring
5/1/1994,15,8.9666662,62.5,Spring
5/2/1994,21,,53,Spring
5/3/1994,19,-9.0850048,52,Spring
5/4/1994,16,,51,Spring
5/5/1994,23,-18.161112,60.5,Spring
5/6/1994,20,,60,Spring
5/7/1994,16,1.7555555,51.5,Spring
5/8/1994,20,,56,Spring
5/9/1994,19,-16.660603,59.5,Spring
5/10/1994,28,,59.5,Spring
5/11/1994,15,8.7333336,59.5,Spring
5/12/1994,20,,60,Spring
5/13/1994,18,-1.0388889,55.5,Spring
5/14/1994,24,,56.5,Spring
5/15/1994,20,-6.7725058,68,Spring
5/16/1994,22,,65.5,Spring
5/17/1994,22,-4.8944445,54,Spring
5/18/1994,21,,55,Spring
5/19/1994,14,-8.8555555,56,Spring
5/20/1994,24,,50.5,Spring
5/21/1994,21,-11.848263,58.5,Spring
5/22/1994,20,,66.5,Spring
5/23/1994,19,3.1833334,73,Spring
5/24/1994,22,,73.5,Spring
5/25/1994,19,4.1722221,74.5,Spring
5/26/1994,21,,70.5,Spring
5/27/1994,12,3.1179075,58.5,Spring
5/28/1994,24,,59.5,Spring
5/29/1994,13,-10.516666,64.5,Spring
5/30/1994,24,,70.5,Spring
5/31/1994,19,-13.455556,70,Spring
6/1/1994,17,,77.5,Spring
6/2/1994,23,6.9852099,65.5,Spring
6/3/1994,19,,64.5,Spring
6/4/1994,20,-1.5888889,68,Spring
6/5/1994,20,,72,Spring
6/6/1994,20,-6.5944443,76.5,Spring
6/7/1994,20,,82.5,Spring
6/8/1994,20,9.4763641,72.5,Spring
6/9/1994,19,,67,Spring
6/10/1994,15,4.2888889,69,Spring
6/11/1994,19,,65,Spring
6/12/1994,24,-8.5277777,77,Spring
6/13/1994,17,,78.5,Spring
6/14/1994,21,3.8842604,84,Spring
6/15/1994,18,,87.5,Spring
6/16/1994,27,32.433334,85,Spring
6/17/1994,25,,80.5,Spring
6/18/1994,20,33.400002,82,Spring
6/19/1994,20,,85.5,Spring
6/20/1994,28,19.25079,80,Spring
6/21/1994,22,,81,Spring
6/22/1994,18,12.222222,80.5,Spring
6/23/1994,24,,79.5,Spring
6/24/1994,26,14.816667,81,Spring
6/25/1994,22,,80,Spring
6/26/1994,26,-3.396898,77,Spring
6/27/1994,22,,77,Spring
6/28/1994,25,-6.1722221,77.5,Spring
6/29/1994,15,,79,Spring
6/30/1994,15,6.688889,75.5,Spring
7/1/1994,18,,77,Summer
7/2/1994,24,6.176228,79,Summer
7/3/1994,21,,79.5,Summer
7/4/1994,13,6.8722224,79,Summer
7/5/1994,17,,81,Summer
7/6/1994,14,-1.1111112,85,Summer
7/7/1994,23,,81.5,Summer
7/8/1994,16,6.0726905,87.5,Summer
7/9/1994,21,,85.5,Summer
7/10/1994,25,-3.2055554,80,Summer
7/11/1994,20,,75,Summer
7/12/1994,20,-4.3166666,77,Summer
7/13/1994,9,,81.5,Summer
7/14/1994,23,44.335434,83.5,Summer
7/15/1994,15,,81,Summer
7/16/1994,15,9.6055555,80.5,Summer
7/17/1994,17,,80.5,Summer
7/18/1994,24,15.705556,80,Summer
7/19/1994,12,,79.5,Summer
7/20/1994,23,15.460974,83,Summer
7/21/1994,15,,81,Summer
7/22/1994,15,-12.244445,81.5,Summer
7/23/1994,21,,79.5,Summer
7/24/1994,17,-3.1111112,79.5,Summer
7/25/1994,30,,80.5,Summer
7/26/1994,15,30.503733,77.5,Summer
7/27/1994,14,,74,Summer
7/28/1994,24,-1.0333333,73,Summer
7/29/1994,31,,77,Summer
7/30/1994,17,-2.0999999,78,Summer
7/31/1994,25,,79.5,Summer
8/1/1994,18,2.9434152,79,Summer
8/2/1994,18,,79,Summer
8/3/1994,22,-4.1722221,80,Summer
8/4/1994,25,,81.5,Summer
8/5/1994,25,27.833334,70,Summer
8/6/1994,16,,65.5,Summer
8/7/1994,23,-15.571907,66.5,Summer
8/8/1994,15,,69,Summer
8/9/1994,17,-10.755555,72.5,Summer
8/10/1994,19,,75.5,Summer
8/11/1994,24,15.259668,75.5,Summer
8/12/1994,15,,78,Summer
8/13/1994,21,6.1906066,83.5,Summer
8/14/1994,28,,83,Summer
8/15/1994,22,-5.7292819,70,Summer
8/16/1994,28,,70,Summer
8/17/1994,14,2.1823204,73,Summer
8/18/1994,17,,72.5,Summer
8/19/1994,20,-12.505488,75.5,Summer
8/20/1994,19,,78,Summer
8/21/1994,12,-0.82872927,77.5,Summer
8/22/1994,21,,71.5,Summer
8/23/1994,19,,68.5,Summer
8/24/1994,21,,68,Summer
8/25/1994,15,5.2481003,70.5,Summer
8/26/1994,22,,75,Summer
8/27/1994,19,7.3093925,78.5,Summer
8/28/1994,9,,79,Summer
8/29/1994,17,25.303867,72.5,Summer
8/30/1994,17,,68,Summer
8/31/1994,15,-4.1722374,72.5,Summer
9/1/1994,10,,71.5,Summer
9/2/1994,13,-3.801105,67.5,Summer
9/3/1994,15,,65.5,Summer
9/4/1994,12,-10.900553,65,Summer
9/5/1994,21,,64,Summer
9/6/1994,21,-9.5076208,66.5,Summer
9/7/1994,17,,70,Summer
9/8/1994,29,16.226519,67.5,Summer
9/9/1994,17,,71,Summer
9/10/1994,15,14.127778,70,Summer
9/11/1994,14,,64.5,Summer
9/12/1994,16,-14.21523,64,Summer
9/13/1994,14,,71,Summer
9/14/1994,26,11.8,77.5,Summer
9/15/1994,18,,76.5,Summer
9/16/1994,26,14.55,75.5,Summer
9/17/1994,12,,77.5,Summer
9/18/1994,18,29.352165,67,Summer
9/19/1994,30,,65,Summer
9/20/1994,16,-6.3777776,65,Summer
9/21/1994,17,,65.5,Summer
9/22/1994,16,9.5921783,62.5,Summer
9/23/1994,13,,64,Summer
9/24/1994,13,-17.737774,67,Summer
9/25/1994,17,,71.5,Summer
9/26/1994,16,-5.2921348,71.5,Summer
9/27/1994,18,,71,Summer
9/28/1994,19,-7.3370786,65.5,Summer
9/29/1994,18,,60,Summer
9/30/1994,23,-11.212598,58.5,Summer
10/1/1994,27,,65,Autumn
10/2/1994,19,-3.2921348,63,Autumn
10/3/1994,14,,55,Autumn
10/4/1994,19,-14.30337,53.5,Autumn
10/5/1994,22,,54,Autumn
10/6/1994,22,-13.597582,52,Autumn
10/7/1994,23,,57,Autumn
10/8/1994,22,2.6067417,60,Autumn
10/9/1994,20,,69.5,Autumn
10/10/1994,16,-14.539326,56.5,Autumn
10/11/1994,24,,51.5,Autumn
10/12/1994,23,-12.751822,50.5,Autumn
10/13/1994,27,,53.5,Autumn
10/14/1994,23,3.460674,58.5,Autumn
10/15/1994,19,,57,Autumn
10/16/1994,27,-4.4775281,56,Autumn
10/17/1994,20,,56,Autumn
10/18/1994,22,-0.614218,57.5,Autumn
10/19/1994,17,,58,Autumn
10/20/1994,18,36.387642,67,Autumn
10/21/1994,23,,61,Autumn
10/22/1994,14,-2.6067417,58.5,Autumn
10/23/1994,20,,61.5,Autumn
10/24/1994,17,-2.0128081,57,Autumn
10/25/1994,22,,54.5,Autumn
10/26/1994,15,5.5842695,49,Autumn
10/27/1994,25,,50,Autumn
10/28/1994,19,-2.2808988,49.5,Autumn
10/29/1994,19,,53,Autumn
10/30/1994,28,-5.6054263,62,Autumn
10/31/1994,25,,59.5,Autumn
11/1/1994,15,10.898876,59,Autumn
11/2/1994,13,,54,Autumn
11/3/1994,18,-11.089888,55,Autumn
11/4/1994,24,,59.5,Autumn
11/5/1994,20,14.364941,62.5,Autumn
11/6/1994,16,,68,Autumn
11/7/1994,16,-12.089888,52,Autumn
11/8/1994,22,,55,Autumn
11/9/1994,22,-3.2303371,65,Autumn
11/10/1994,12,,50.5,Autumn
11/11/1994,20,-16.910557,43.5,Autumn
11/12/1994,20,,43.5,Autumn
11/13/1994,17,-6.1807909,57,Autumn
11/14/1994,22,,58,Autumn
11/15/1994,17,4.8192091,60.5,Autumn
11/16/1994,22,,52,Autumn
11/17/1994,17,-19.984047,51,Autumn
11/18/1994,17,,58,Autumn
11/19/1994,16,-9.1807909,55,Autumn
11/20/1994,19,,46.5,Autumn
11/21/1994,19,-13.231638,54,Autumn
11/22/1994,14,,49,Autumn
11/23/1994,15,-14.41967,41,Autumn
11/24/1994,17,,35,Autumn
11/25/1994,20,-19.316383,45,Autumn
11/26/1994,23,,43,Autumn
11/27/1994,22,-11.282486,39.5,Autumn
11/28/1994,30,,52.5,Autumn
11/29/1994,25,-18.174231,49,Autumn
11/30/1994,19,,45.5,Autumn
12/1/1994,30,-4.3502827,38.5,Autumn
12/2/1994,20,,43.5,Autumn
12/3/1994,24,14.711864,42,Autumn
12/4/1994,26,,49.5,Autumn
12/5/1994,19,28.4694,59,Autumn
12/6/1994,22,,59.5,Autumn
12/7/1994,17,4.717514,56.5,Autumn
12/8/1994,23,,38.5,Autumn
12/9/1994,19,-15.293785,36.5,Autumn
12/10/1994,18,,42,Autumn
12/11/1994,20,-15.69929,38.5,Autumn
12/12/1994,28,,32,Autumn
12/13/1994,10,-16.214689,35,Autumn
12/14/1994,24,,41.5,Autumn
12/15/1994,21,-4.2146893,41,Autumn
12/16/1994,20,,37.5,Autumn
12/17/1994,24,-6.4567876,42.5,Autumn
12/18/1994,20,,47,Autumn
12/19/1994,23,0.16949153,39.5,Autumn
12/20/1994,21,,39,Autumn
12/21/1994,17,9.284091,42,Autumn
12/22/1994,24,,41.5,Autumn
12/23/1994,21,30.352451,51.5,Autumn
12/24/1994,23,,48,Autumn
12/25/1994,18,-0.55681819,50,Autumn
12/26/1994,17,,44,Autumn
12/27/1994,22,-13.582857,41,Autumn
12/28/1994,32,,46,Autumn
12/29/1994,32,15.446566,43,Autumn
12/30/1994,26,,34,Autumn
12/31/1994,25,-7.4857144,30.5,Autumn
1/1/1995,21,,47.5,Winter
1/2/1995,34,-13.442529,35.5,Winter
1/3/1995,22,,28,Winter
1/4/1995,22,-11.734355,28,Winter
1/5/1995,22,,20.5,Winter
1/6/1995,32,2.5689654,27,Winter
1/7/1995,35,,41.5,Winter
1/8/1995,30,-16.413794,36.5,Winter
1/9/1995,34,,39,Winter
1/10/1995,29,0.51181006,31.5,Winter
1/11/1995,28,,35.5,Winter
1/12/1995,35,-11.649426,50,Winter
1/13/1995,40,,57,Winter
1/14/1995,28,23.413794,61,Winter
1/15/1995,23,,60.5,Winter
1/16/1995,37,-16.092632,50.5,Winter
1/17/1995,29,,46.5,Winter
1/18/1995,21,-16.436781,46.5,Winter
1/19/1995,25,,43.5,Winter
1/20/1995,27,-25.477011,47.5,Winter
1/21/1995,22,,40,Winter
1/22/1995,28,-23.823668,33.5,Winter
1/23/1995,26,,32,Winter
1/24/1995,18,-7.6494255,35,Winter
1/25/1995,24,,36.5,Winter
1/26/1995,15,-3.5402298,33,Winter
1/27/1995,22,,32.5,Winter
1/28/1995,22,-3.6450236,32,Winter
1/29/1995,14,,30,Winter
1/30/1995,27,-12.545977,36.5,Winter
1/31/1995,19,,38,Winter
2/1/1995,21,1.2068965,42,Winter
2/2/1995,25,,39,Winter
2/3/1995,20,-10.478213,26.5,Winter
2/4/1995,23,,32.5,Winter
2/5/1995,27,-12.666667,18.5,Winter
2/6/1995,31,,14.5,Winter
2/7/1995,27,-17.695402,20.5,Winter
2/8/1995,27,,21.5,Winter
2/9/1995,21,-6.237237,23,Winter
2/10/1995,34,,33,Winter
2/11/1995,24,3.4195402,40,Winter
2/12/1995,26,,24,Winter
